	rplB_12	rplB_7
SRR2034334.870801-1/2	0.0	-1.0
SRR2034334.870801-2/2	0.0	-1.0
SRR2034334.877801-1/2	0.0	1.0
SRR2034334.877801-2/2	0.0	1.0
SRR2034334.882602-1/2	0.0	2.0
SRR2034334.882602-2/2	0.0	1.0
SRR2034334.882822-1/2	0.0	1.0
SRR2034334.882822-2/2	0.0	0.0
SRR2034334.887919-1/2	0.0	1.0
SRR2034334.887919-2/2	0.0	1.0
SRR2034334.894591-1/2	0.0	0.0
SRR2034334.894591-2/2	0.0	0.0
SRR2034334.895813-1/2	0.0	-1.0
SRR2034334.895813-2/2	0.0	-1.0
SRR2034334.898244-1/2	1.0	0.0
SRR2034334.898244-2/2	0.0	1.0
SRR2034334.89859-1/2	1.0	0.0
SRR2034334.89859-2/2	0.0	1.0
SRR2034334.900083-1/2	0.0	-1.0
SRR2034334.900083-2/2	0.0	-1.0
SRR2034334.901145-1/2	0.0	0.0
SRR2034334.901145-2/2	1.0	0.0
SRR2034334.904847-1/2	0.0	-1.0
SRR2034334.904847-2/2	0.0	-1.0
SRR2034334.907291-1/2	0.0	0.0
SRR2034334.907291-2/2	1.0	0.0
SRR2034334.910492-1/2	1.0	0.0
SRR2034334.910492-2/2	0.0	1.0
SRR2034334.912134-1/2	0.0	0.0
SRR2034334.912134-2/2	0.0	0.0
SRR2034334.922783-1/2	0.0	1.0
SRR2034334.922783-2/2	0.0	1.0
SRR2034334.928875-1/2	0.0	1.0
SRR2034334.928875-2/2	0.0	1.0
SRR2034334.932273-1/2	0.0	1.0
SRR2034334.932273-2/2	0.0	1.0
SRR2034334.940165-1/2	-1.0	0.0
SRR2034334.940165-2/2	-1.0	0.0
SRR2034334.95111-1/2	-1.0	0.0
SRR2034334.95111-2/2	-1.0	0.0
SRR2034334.98751-1/2	0.0	0.0
SRR2034334.98751-2/2	0.0	1.0
