,ST,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,New/Existing
218,219,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_32,rplB_23,uvrA_29,New
219,220,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_32,rplB_24,uvrA_99,New
220,221,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_32,rplB_24,uvrA_28,New
221,222,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_32,rplB_24,uvrA_29,New
222,223,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_91,rplB_23,uvrA_99,New
223,224,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_91,rplB_23,uvrA_28,New
224,225,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_91,rplB_23,uvrA_29,New
225,226,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_91,rplB_24,uvrA_99,New
226,227,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_91,rplB_24,uvrA_28,New
227,228,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_91,rplB_24,uvrA_29,New
228,229,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_29,rplB_23,uvrA_99,New
229,230,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_29,rplB_23,uvrA_28,New
230,231,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_29,rplB_23,uvrA_29,New
231,232,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_29,rplB_24,uvrA_99,New
232,233,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_29,rplB_24,uvrA_28,New
233,234,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_96,recG_29,rplB_24,uvrA_29,New
234,235,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_44,recG_32,rplB_23,uvrA_99,New
235,236,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_44,recG_32,rplB_23,uvrA_28,New
236,237,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_44,recG_32,rplB_23,uvrA_29,New
237,238,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_44,recG_32,rplB_24,uvrA_99,New
238,239,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_44,recG_32,rplB_24,uvrA_28,New
239,240,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_44,recG_32,rplB_24,uvrA_29,New
240,241,clpA_35,clpX_24,nifS_24,pepX_85,pyrG_44,recG_91,rplB_23,uvrA_99,New
